644,5320,43,3
645,6132,82,0
646,7891,69,0
647,2779,9,0
648,924,84,0
649,1581,28,4
650,7714,26,4
651,3324,82,4
652,5713,83,4
653,7026,3,1
654,255,73,4
655,4804,95,1
656,1838,49,2
657,9,17,4
658,2871,63,2
659,8989,55,4
660,7409,23,2
661,7418,34,3
662,5124,69,2
663,1015,15,1
664,2193,47,0
665,8415,3,2
666,7449,83,0
667,4158,28,3
668,3925,3,3
669,6970,4,1
670,6938,88,1
671,4784,31,2
672,4000,45,4
673,1633,59,3
674,7266,45,0
675,8702,75,4
676,384,37,3
677,404,65,2
678,8175,9,3
679,2000,17,1
680,9860,65,0
681,5989,3,0
682,1460,26,1
683,7190,53,4
684,7140,31,1
685,3636,26,0
686,4809,23,2
687,4178,30,4
688,7245,10,3
689,6600,72,2
690,5997,89,4
691,2048,64,0
692,4780,22,0
693,716,15,2
694,7939,56,4
695,5565,74,3
696,4544,20,3
697,4976,47,1
698,3419,87,2
699,7239,53,4
700,9766,53,2
701,249,1,3
702,8865,2,4
703,770,58,0
704,4363,19,0
705,1077,62,4
706,8427,78,2
707,8580,72,2
708,7901,12,0
709,4858,26,0
710,6544,27,3
711,4719,29,4
712,2814,15,2
713,3374,46,3
714,1252,1,2
715,6996,60,0
716,4673,92,4
717,4530,57,1
718,6881,3,4
719,6949,18,1
720,9521,52,3
721,6241,60,1
722,8017,34,1
723,6941,96,3
724,9550,93,4
725,7002,89,3
726,1331,60,0
727,4261,26,0
728,7648,72,1
729,9550,19,3
730,5115,22,3
731,4637,93,3
732,4854,33,4
733,3177,38,2
734,7730,35,2
735,2180,67,2
736,4892,83,4
737,7043,10,3
738,137,91,2
739,6327,15,3
740,3472,11,1
741,5449,90,2
742,2832,24,1
743,3579,77,4
744,5971,96,0
745,4164,4,4
746,7941,13,4
747,5569,73,4
748,4300,57,2
749,6269,98,1
750,3818,37,2
751,1906,48,0
752,6254,71,4
753,760,1,3
754,7830,60,0
755,7350,12,1
756,6238,21,0
757,6090,11,2
758,6031,44,3
759,7687,58,2
760,9091,44,4
761,9911,78,4
762,8472,98,0
763,1887,34,4
764,3266,25,4
765,666,4,1
766,4188,64,1
767,671,90,2
768,6777,16,2
769,7570,10,1
770,7956,66,0
771,5124,35,1
772,5585,83,2
773,4777,6,3
774,3900,19,4
775,6677,59,3
776,6981,53,3
777,6376,8,4
778,523,78,1
779,2393,10,0
780,2593,67,3
781,9945,38,0
782,7240,29,2
783,6937,15,3
784,6190,87,2
785,5240,23,1
786,6493,82,3
787,2878,46,2
788,4143,83,2
789,3644,28,1
790,4432,26,0
791,1276,10,0
792,5811,47,3
793,302,4,1
794,638,55,3
795,55,66,0
796,8717,67,1
797,8150,7,4
798,2125,55,1
799,364,80,1
800,6809,31,4
801,4621,74,2
802,5126,19,2
803,5122,28,2
804,1646,81,0
805,918,28,1
806,2797,19,4
807,6506,87,0
808,5870,20,4
809,1531,13,0
810,8172,77,0
811,3345,43,0
812,7673,11,4
813,6949,48,3
814,6882,15,0
815,1906,17,2
816,3086,54,1
817,8152,50,3
818,5750,28,3
819,8905,83,4
820,1062,4,3
821,1976,22,4
822,1296,86,4
823,6229,39,2
824,7641,34,0
825,125,97,3
826,4632,44,0
827,6288,42,0
828,3596,40,0
829,6168,97,4
830,9795,12,0
831,7561,2,3
832,8258,28,4
833,232,74,3
834,9361,86,4
835,6371,81,1
836,4206,90,1
837,9685,67,1
838,7943,71,1
839,6891,72,4
840,6738,84,0
841,2472,76,2
842,2739,99,2
843,5401,81,1
844,1761,92,0
845,876,10,3
846,3812,86,0
847,9504,57,3
848,1460,97,2
849,1733,86,0
850,1605,37,0
851,5622,77,2
852,6767,91,0
853,6986,64,3
854,3517,79,0
855,3735,86,3
856,9352,94,1
857,8434,40,0
858,2590,98,3
859,1063,60,2
860,4324,98,1
861,9111,48,0
862,5342,99,3
863,5,19,0
864,7489,72,3
865,8659,33,0
866,8195,44,1
867,5966,92,1
868,8837,37,0
869,117,89,0
870,2551,36,4
871,5560,81,0
872,4289,88,0
873,846,21,1
874,6316,2,0
875,6469,31,2
876,9333,97,0
877,8915,30,4
878,224,76,3
879,4208,44,1
880,6283,12,2
881,2048,51,3
882,6233,49,2
883,9765,24,1
884,1828,24,4
885,1917,60,1
886,4234,11,2
887,6988,13,2
888,2026,91,1
889,3744,72,0
890,9093,74,1
891,9,72,4
892,260,64,1
893,6038,20,3
894,9865,72,0
895,2219,73,3
896,7041,71,1
897,2060,78,0
898,5287,28,3
899,1619,2,3
900,8512,43,0
901,1342,8,0
902,2832,13,2
903,2824,85,0
904,1994,92,1
905,3490,35,4
906,9310,23,2
907,7984,46,0
908,1604,15,4
909,235,2,2
910,1908,61,1
911,8567,76,4
912,3530,64,0
913,5256,52,0
914,2635,36,1
915,8162,67,2
916,9762,69,4
917,2560,67,1
918,5415,47,2
919,3391,83,3
920,5951,2,3
921,5468,44,2
922,8007,64,0
923,9064,81,0
924,9444,78,3
925,6413,28,0
926,6941,91,0
927,9506,54,2
928,4820,74,2
929,2898,67,0
930,7546,36,2
931,77,63,4
932,7577,25,3
933,4227,86,4
934,600,48,4
935,1065,39,0
936,2136,47,0
937,9510,94,4
938,6943,21,4
939,7804,30,1
940,6565,92,1
941,5984,31,3
942,5142,26,4
943,4670,22,2
944,2190,21,1
945,9184,1,0
946,2712,37,4
947,2192,77,2
948,1248,85,2
949,4033,46,2
950,1997,9,0
951,3687,17,1
952,4018,47,2
953,1970,85,1
954,8389,95,3
955,5765,59,0
956,1202,54,1
957,8135,86,1
958,5567,12,2
959,7667,64,2
960,5742,6,0
961,5788,53,1
962,5408,16,4
963,8669,90,2
964,9446,5,2
965,922,73,3
966,419,46,0
967,2204,14,1
968,1120,44,1
969,950,63,1
970,2336,94,2
971,5373,52,0
972,2243,26,1
973,2645,53,4
974,4612,29,3
975,1865,19,3
976,6028,47,1
977,7326,8,2
978,6371,23,3
979,6359,35,3
980,7863,95,3
981,3228,53,3
982,3719,99,1
983,2371,96,0
984,2891,58,0
985,3756,5,2
986,4225,16,4
987,94,17,0
988,2674,32,4
989,6898,96,0
990,793,52,0
991,2116,20,2
992,5779,66,3
993,6166,84,2
994,814,82,0
995,345,1,3
996,8554,58,3
997,2443,93,3
998,7783,93,4
999,984,83,0
1000,7790,44,1
1001,9831,6,2
1002,827,50,4
1003,3531,72,2
1004,7147,88,1
1005,4451,20,3
1006,3876,14,1
1007,5959,5,2
1008,126,41,1
1009,3177,40,0
1010,8795,34,1
1011,6024,80,0
1012,5109,45,1
1013,4146,71,0
1014,7196,80,0
1015,3368,71,1
1016,3797,27,4
1017,1792,78,3
1018,5732,78,3
1019,3476,44,3
1020,3417,33,0
1021,1645,33,3
1022,9397,44,0
1023,3030,20,4
1024,2872,36,1
1025,3072,7,1
1026,1854,32,0
1027,4021,67,0
1028,4662,39,4
1029,6514,93,3
1030,5031,24,4
1031,2708,86,1
1032,7112,70,1
1033,9524,88,3
1034,8393,87,1
1035,3507,54,0
1036,6456,38,1
1037,4212,74,2
1038,7970,80,3
1039,8766,75,3
1040,536,32,3
1041,1625,45,2
1042,7973,61,4
1043,8577,70,0
1044,8070,88,3
1045,8666,97,1
1046,8609,53,0
1047,6490,51,1
1048,3600,76,0
1049,6783,56,0
1050,9146,27,1
1051,4971,38,1
1052,1205,62,0
1053,1990,18,3
1054,5299,64,1
1055,3572,77,2
1056,5975,30,2
1057,6320,49,0
1058,4380,41,4
1059,4757,13,0
1060,2713,34,0
1061,5588,94,3
1062,966,25,3
1063,4944,66,4
1064,3432,18,4
1065,688,5,4
1066,4243,19,4
1067,3701,42,4
1068,8533,18,0
1069,5182,32,0
1070,9916,21,2
1071,6704,10,2
1072,4422,37,1
1073,9984,49,0
1074,1759,86,4
1075,9181,13,1
1076,2482,55,3
1077,8058,17,0
1078,951,9,2
1079,8914,88,0
1080,2079,44,0
1081,2717,78,0
1082,4524,46,0
1083,9692,8,3
1084,8477,37,2
1085,7311,19,0
1086,7186,63,3
1087,2065,92,1
1088,768,46,0
1089,5490,94,3
1090,6645,71,4
1091,5083,26,1
1092,5232,46,2
1093,5797,46,0
1094,9138,75,0
1095,4926,14,3
1096,6016,85,2
1097,3335,63,4
1098,8038,72,1
1099,4873,3,2
1100,1481,28,0
1101,6305,29,3
1102,3451,87,4
1103,54,18,3
1104,7643,35,1
1105,3462,77,2
1106,832,76,3
1107,5954,47,3
1108,8519,5,0
1109,7221,75,3
1110,3310,59,4
1111,3300,75,2
1112,6722,59,1
1113,7218,47,3
1114,7776,95,4
1115,3675,95,1
1116,3054,13,4
1117,7970,78,3
1118,2143,89,3
1119,5207,33,2
1120,9503,97,0
1121,2538,62,4
1122,4547,79,0
1123,5619,16,0
1124,8356,44,1
1125,6612,58,1
1126,5005,6,4
1127,822,89,0
1128,943,15,2
1129,6150,4,0
1130,4425,56,1
1131,8966,64,0
1132,2198,68,3
1133,4242,94,3
1134,3695,34,2
1135,3452,91,4
1136,9106,95,0
1137,1308,56,3
1138,4177,32,4
1139,8705,9,3
1140,6852,63,4
1141,6035,72,4
1142,3594,78,3
1143,4841,33,1
1144,1409,87,4
1145,4566,21,0
1146,4491,55,3
1147,1555,76,1
1148,804,57,3
1149,1279,2,2
1150,7083,13,0
1151,5986,4,2
1152,5619,84,4
1153,1387,50,4
1154,2679,48,2
1155,2106,78,2
1156,8173,30,4
1157,4223,29,1
1158,4831,8,0
1159,2768,12,3
1160,3186,41,2
1161,2573,26,0
1162,2599,50,3
1163,4033,2,3
1164,8428,55,2
1165,1304,56,1
1166,7368,14,1
1167,5877,6,0
1168,1301,95,0
1169,2541,81,4
1170,2051,89,1
1171,6809,61,0
1172,8633,96,4
1173,8996,12,3
1174,74,13,0
1175,6981,19,4
1176,5475,44,1
1177,8232,89,3
1178,7184,95,0
1179,5796,59,1
1180,7141,37,3
1181,1622,25,2
1182,8041,16,1
1183,341,38,2
1184,2074,43,0
1185,7992,87,4
1186,645,14,0
1187,4263,6,1
1188,8801,89,2
1189,6136,23,2
1190,8646,60,3
1191,9900,12,0
1192,2969,13,0
1193,3028,98,1
1194,7643,6,2
1195,2681,63,1
1196,3629,38,1
1197,4225,50,2
1198,3067,52,1
1199,5941,40,2
1200,1386,8,1
1201,2866,61,4
1202,4788,8,1
1203,5490,97,1
1204,4124,34,4
1205,8340,79,0
1206,3850,60,2
1207,5415,57,3
1208,7679,99,4
1209,6819,46,0
1210,9328,22,1
1211,8378,87,0
1212,9442,40,4
1213,1333,45,1
1214,4150,55,0
1215,6766,51,3
1216,2711,86,2
1217,4853,5,2
1218,6212,95,4
1219,7479,13,1
1220,5408,28,1
1221,9977,84,2
1222,7715,97,0
1223,8942,80,1
1224,1762,62,3
1225,7101,93,3
1226,7674,87,1
1227,6122,24,1
1228,481,98,2
1229,153,7,4
1230,7617,38,2
1231,1524,37,4
1232,2120,68,3
1233,2343,98,4
1234,5136,42,2
1235,5760,86,1
1236,1240,5,4
1237,60,64,2
1238,9130,50,3
1239,1639,87,4
1240,6185,15,3
1241,7970,95,3
1242,1252,73,0
1243,4203,53,4
1244,8363,25,2
1245,9650,89,4
1246,3549,85,4
1247,4197,9,3
1248,7009,38,3
1249,6667,22,3
1250,2322,87,3
1251,9828,49,2
1252,4090,68,1
1253,6960,93,0
1254,3004,15,3
1255,5136,65,3
1256,329,54,0
1257,3640,30,3
1258,7982,93,1
1259,4107,20,4
1260,1341,33,0
1261,8407,86,2
1262,338,77,0
1263,5895,7,1
1264,2708,8,2
1265,1750,28,4
1266,5604,45,3
1267,2421,73,0
1268,7119,89,2
1269,8901,80,0
1270,5319,74,4
1271,6609,11,0
1272,5387,31,2
1273,3993,12,1
1274,8680,95,2
1275,8044,78,0
1276,8238,51,4
1277,4873,44,3
1278,4806,96,3
1279,8592,50,4
1280,5913,17,0
1281,7124,35,4
1282,3157,1,0
1283,390,29,2
1284,4430,51,1
1285,8820,64,0
1286,7686,4,3
1287,4232,87,3
1288,8007,28,1
1289,1521,16,0
1290,9018,63,1
1291,1500,76,2
1292,6737,53,1
1293,3294,85,2
1294,5085,17,3
1295,2419,40,2
1296,9126,13,0
1297,3042,52,0
1298,4497,58,0
1299,1466,96,0
1300,3561,37,4
1301,614,79,2
1302,5392,76,0
1303,7693,61,1
1304,9374,79,1
1305,3223,34,4
1306,7138,70,2
1307,2667,17,2
1308,7980,20,2
1309,130,73,4
1310,2983,59,2
1311,4278,69,2
1312,7126,87,0
1313,8230,33,2
1314,7694,78,0
1315,6640,17,0
1316,5468,57,2
1317,920,83,1
1318,7564,97,3
1319,8684,1,1
1320,9323,13,2
1321,8502,27,2
1322,8930,70,1
1323,3241,59,2
1324,545,6,0
1325,4346,97,4
1326,9996,94,2
1327,3810,99,2
1328,7206,23,1
1329,9005,10,0
1330,2032,51,1
1331,8436,19,1
1332,271,51,2
1333,3511,92,0
1334,1771,87,2
1335,9454,68,2
1336,4361,84,2
1337,7069,83,2
1338,920,42,4
1339,8190,91,3
1340,3430,57,0
1341,4435,98,4
1342,3760,68,3
1343,2050,38,3
1344,1165,62,3
1345,8567,7,4
1346,2033,71,0
1347,6467,50,1
1348,145,52,3
1349,4388,26,1
1350,7832,26,1
1351,8623,19,2
1352,8896,9,1
1353,8173,61,2
1354,2632,20,0
1355,4494,50,0
1356,8056,80,2
1357,7511,81,0
1358,9155,22,3
1359,1828,13,0
1360,9130,12,2
1361,4805,10,3
1362,806,65,1
1363,9655,96,1
1364,7486,30,1
1365,8202,8,2
1366,1868,21,1
1367,7878,22,0
1368,5690,18,1
1369,7827,66,4
1370,5429,48,4
1371,9076,44,1
1372,3564,9,1
1373,1389,67,4
1374,7274,54,1
1375,824,26,3
1376,2265,85,4
1377,936,94,2
1378,6402,92,4
1379,3845,26,0
1380,1796,34,3
1381,8245,8,2
1382,7214,10,1
1383,726,48,0
1384,2736,55,0
1385,1913,54,3
1386,9788,78,2
1387,7657,40,0
1388,2466,15,2
1389,9041,81,2
1390,7312,18,0
1391,8194,96,2
1392,7906,23,3
1393,4876,62,0
1394,7287,46,3
1395,892,87,3
1396,4675,99,2
1397,1933,39,2
1398,1380,15,0
1399,1290,53,1
1400,1640,88,0
1401,7490,64,3
1402,9179,63,2
1403,1218,92,3
1404,5016,80,4
1405,6881,16,4
1406,9547,70,3
1407,9752,66,1
1408,9610,13,1
1409,954,47,0
1410,9175,9,0
1411,7291,63,0
1412,974,34,2
1413,4133,81,1
1414,5370,91,3
1415,3972,29,4
1416,5295,37,1
1417,9105,43,1
1418,8228,86,1
1419,9903,64,0
1420,3020,24,2
1421,8987,71,3
1422,4036,34,0
1423,5068,48,2
1424,5233,12,1
1425,9516,23,2
1426,317,79,0
1427,2396,97,1
1428,2162,13,0
1429,2745,87,3
1430,1591,96,1
1431,6183,45,2
1432,3930,99,0
1433,1312,65,4
1434,9477,47,2
1435,4311,58,2
1436,7314,5,1
1437,2383,77,2
1438,3239,5,0
1439,2139,60,4
1440,1704,96,3
1441,6924,21,4
1442,362,24,0
1443,2604,18,1
1444,9908,21,0
1445,4286,54,2
1446,3738,10,1
1447,2469,24,3
1448,4795,85,3
1449,6150,89,0
1450,556,60,2
1451,9017,57,3
1452,2808,23,4
1453,5150,22,1
1454,7561,68,4
1455,2719,34,3
1456,6506,70,3
1457,3741,28,0
1458,9766,95,0
1459,3998,99,1
1460,2403,39,0
1461,8780,42,2
1462,9739,23,1
1463,294,70,2
1464,5343,80,0
1465,9882,2,1
1466,1136,24,3
1467,2064,17,4
1468,7009,65,3
1469,4543,70,2
1470,1007,69,3
1471,5445,60,3
1472,5352,50,4
1473,9439,93,4
1474,1435,12,3
1475,571,47,4
1476,2382,67,3
1477,9437,65,1
1478,5084,27,3
1479,277,48,0
1480,7059,88,4
1481,1887,62,4
1482,1265,44,2
1483,7491,19,2
1484,1040,59,0
1485,9109,8,4
1486,8073,55,4
1487,9077,47,2
1488,2752,2,2
1489,8213,94,3
1490,4569,94,4
1491,6353,39,4
1492,2353,45,3
1493,7437,32,4
1494,4799,65,0
1495,686,38,2
1496,8476,77,2
1497,4811,11,2
1498,8954,10,1
1499,5346,59,0
1500,5043,90,0
1501,2428,55,3
1502,5126,20,1
1503,8220,81,4
1504,9098,17,0
1505,7813,68,1
1506,9645,5,1
1507,3356,60,0
1508,8707,23,3
1509,7266,46,1
1510,6540,52,2
1511,38,10,1
1512,3342,46,4
1513,9078,28,0
